external_id,seq_number,artist_name,quote_name,quote_number,status,type,quoted_lease_start_date,quoted_lease_end_date,tour_start_date,tour_end_date,quoted_lease_days,tour_days,billed_bus_days,main_driver_days,billed_driver_days,total_estimated_miles,driver_deadhead_front_days,driver_deadhead_rear_days,bus_deadhead_front_days,bus_deadhead_rear_days,co_driver_days,discount_days,main_driver_overdrives,quoted_lease_months,tour_months,notes,_startracker_status,_is_contract,_startracker_total
27946,27946,INZO,"Jan 22 - Mar 28, 2026",Q-INZO-27946,Declined,Short Term,2026-01-22,2026-03-28,2026-01-22,2026-03-28,66,66,76,76,76,18180,5,5,5,5,0,0,8,,,Rick Hanson requested driver,Quote - Closed,false,140820
29230,29230,Tyler Farr,"Jan 9-11, 2026",Q-TYLER-FARR-29230,Declined,Short Term,2026-01-09,2026-01-11,2026-01-09,2026-01-11,3,3,3,3,3,1460,0,0,0,0,3,0,0,,,,Quote - Closed,false,9113.97
29273,29273,Walker Hayes,"Jan 1 - Dec 31, 2026",Q-WALKER-HAYES-29273,Declined,Long Term,2026-01-01,2026-12-31,2026-01-01,2026-12-31,365,365,0,0,0,0,0,0,0,0,0,0,0,12,12,,Quote - Closed,false,322200
29291,29291,Nate Bargatze,"January 1 - Aug 31, 2026",Q-NATE-BARGATZE-29291,Declined,Short Term,2026-01-01,2026-08-31,2026-01-01,2026-08-31,243,243,243,243,243,29980,0,0,0,0,0,0,0,,,,Quote - Closed,false,859770.6
29315,29315,Big Loud Management,"Jan 1 - Dec 31, 2026",Q-BIG-LOUD-MANAGEMENT-29315,Approved,Long Term,2026-01-01,2026-12-31,2026-01-01,2026-12-31,365,365,0,0,0,0,0,0,0,0,0,0,0,12,12,lease sent 11.11.25,Contract - Committed,true,290400
29319,29319,Tucker Wetmore,"January 1 - December 31, 2026",Q-TUCKER-WETMORE-29319,Approved,Long Term,2026-01-01,2026-12-31,2026-01-01,2026-12-31,365,365,0,0,0,0,0,0,0,0,0,0,0,12,12,120k/yr salary for Joe and Darius quoted.  Client trailer on Encore,Contract - Signed,true,572400
29330,29330,Carrie Underwood,"Jan 1 - Dec 31, 2026",Q-CARRIE-UNDERWOOD-29330,Approved,Long Term,2026-01-01,2026-12-31,2026-01-01,2026-12-31,365,365,0,0,0,0,0,0,0,0,0,0,0,12,12,,Contract - Signed,true,339000
29344,29344,Snow Strippers,"January 6 - March 1, 2026",Q-SNOW-STRIPPERS-29344,Approved,Short Term,2026-01-06,2026-03-01,2026-01-06,2026-03-01,55,55,61,61,61,13250,0,6,0,6,10,0,4,,,,Contract - Signed,true,127209.8
29345,29345,Ruston Kelly,"Option 1 Jan 14 - Feb 8, 2026",Q-RUSTON-KELLY-29345,Declined,Short Term,2026-01-14,2026-02-08,2026-01-14,2026-02-08,26,26,30,30,30,8250,0,4,0,4,0,0,1,,,,Quote - Closed,false,62146.2
29346,29346,Ruston Kelly,"Option 2 Jan 18 - Feb 8, 2026",Q-RUSTON-KELLY-29346,Declined,Short Term,2026-01-18,2026-02-08,2026-01-18,2026-02-08,22,22,26,26,26,7280,0,4,0,4,0,0,1,,,,Quote - Closed,false,54596.2
